status,name,url
302,Google,https://www.google.com/ping
410,Bing,https://www.bing.com/ping
200,AIEO_Pulse,https://kg-ninja.github.io/KGchallengedskill/AIEO_PULSE.json
200,GitHub_Pages,https://kg-ninja.github.io/
